#,prog_code,institution_name,programme_name,cutoff_2018,cutoff_2019,cutoff_2020,cutoff_2021,cutoff_2022,cutoff_2023,cutoff_2024,qualification_type,minimum_mean_grade,subject_requirements,cluster_or_points_info,course_description,career_paths,notes,source_reference
1,1063102,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE,39.265,40.303,41.075,39.176,40.571,38.365,39.021,Degree,B,Mathematics B; Physics B; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics, Art/Design weighted","Covers building design, construction technology, urban planning and architectural theory.","Architect, urban planner, project manager, building surveyor",Professional registration with AAK required after internship,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
2,1111102,KENYATTA UNIVERSITY,BACHELOR OF ARCHITECTURE,42.867,43.264,42.629,42.315,42.407,41.494,41.119,Degree,B,Mathematics B; Physics B; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics, Art/Design weighted",Five-year professional programme in architectural design and construction technology.,"Architect, urban designer, construction project manager",Regulated by Architects and Quantity Surveyors Board of Kenya,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
3,1263102,UNIVERSITY OF NAIROBI,BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE,43.755,44.41,43.902,43.198,43.794,42.99,42.524,Degree,B,Mathematics B; Physics B; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics, Art/Design weighted","Covers building design, construction technology, urban planning and architectural theory.","Architect, urban planner, project manager, building surveyor",Professional registration with AAK required after internship,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
4,1249564,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE,39.92,42.967,43.16,42.016,42.528,41.803,41.779,Degree,B,Mathematics B; Physics B; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics, Art/Design weighted","Covers building design, construction technology, urban planning and architectural theory.","Architect, urban planner, project manager, building surveyor",Professional registration with AAK required after internship,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
5,1112102,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE,42.286,42.706,42.399,40.979,41.962,41.035,39.883,Degree,B,Mathematics B; Physics B; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics, Art/Design weighted","Covers building design, construction technology, urban planning and architectural theory.","Architect, urban planner, project manager, building surveyor",Professional registration with AAK required after internship,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
1,1063103,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF QUANTITY SURVEYING,,,,,,,34.023,Degree,C,Mathematics C+; Physics C+; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics weighted","Covers cost management, procurement and contract administration in construction.","Quantity surveyor, cost consultant, project estimator, contract manager",Regulated by Architects and Quantity Surveyors Board of Kenya,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
2,1263103,UNIVERSITY OF NAIROBI,BACHELOR OF QUANTITY SURVEYING,42.061,42.992,42.081,42.006,40.993,40.232,35.904,Degree,C,Mathematics C+; Physics C+; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics weighted","Covers cost management, procurement and contract administration in construction.","Quantity surveyor, cost consultant, project estimator, contract manager",Regulated by Architects and Quantity Surveyors Board of Kenya,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
3,1249103,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF QUANTITY SURVEYING,41.358,42.204,41.798,40.877,41.641,39.763,38.243,Degree,C,Mathematics C+; Physics C+; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics weighted","Covers cost management, procurement and contract administration in construction.","Quantity surveyor, cost consultant, project estimator, contract manager",Regulated by Architects and Quantity Surveyors Board of Kenya,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
4,1112103,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF QUANTITY SURVEYING,40.899,42.022,41.091,40.184,40.533,38.424,36.648,Degree,C,Mathematics C+; Physics C+; English/Kiswahili C+,"Cluster 2 (Built Environment): Mathematics, Physics weighted","Covers cost management, procurement and contract administration in construction.","Quantity surveyor, cost consultant, project estimator, contract manager",Regulated by Architects and Quantity Surveyors Board of Kenya,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
1,1103107,KCA UNIVERSITY,BACHELOR OF ACTUARIAL SCIENCE,31.57,33.298,26.647,26.208,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
2,1087107,KISII UNIVERSITY,BACHELOR OF ACTUARIAL SCIENCE,28.805,27.711,24.599,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
3,1053107,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE WITH IT),28.99,25.614,24.351,20.1,19.914,18.831,,Degree,,,,,,,
4,1096107,GARISSA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),23.342,23.847,20.048,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
5,1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),38.588,37.049,35.48,30.859,28.868,32.262,31.992,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
6,1105107,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,34.5,34.304,31.143,30.784,22.714,25.416,28.461,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
7,1093107,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,,,,,,,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
8,1080107,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,,,23.958,26.383,24.735,25.061,30.015,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
9,1079107,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.377,25.729,23.532,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
10,1061107,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,32.779,33.927,33.47,24.496,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
11,1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),41.848,41.816,38.514,40.134,39.271,39.531,37.039,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
12,1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.031,38.075,35.689,33.425,24.923,24.905,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
13,1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),26.665,28.007,24.404,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
14,1170107,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.004,31.077,24.727,,19.914,23.617,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
15,1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.373,25.294,20.048,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
16,1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),30.582,27.99,23.937,26.367,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
17,1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),41.214,40.194,38.135,36.908,31.842,34.474,34.712,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
18,1515107,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE (ACTUARIAL SCIENCE, WITH IT)",24.35,24.553,20.048,20.1,19.914,18.831,,Degree,,,,,,,
19,1229107,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ACTUARIAL SCIENCE, WITH IT)",36.29,35.366,30.848,31.886,24.601,26.81,29.152,Degree,,,,,,,
20,1685107,THARAKA UNIVERSITY,BACHELOR OF ACTUARIAL SCIENCE,24.249,24.609,20.048,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess financial risk in insurance and finance.,"Actuary, risk analyst, insurance underwriter, pension consultant",Professional exams (IFoA/SOA) often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
21,1480107,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,30.837,31.753,25.177,22.92,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
22,1425107,ZETECH UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,,,,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
23,1279107,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,33.051,32.162,30.098,31.88,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
24,1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,40.06,39.735,36.119,37.145,31.441,34.347,34.725,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
25,1246107,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,29.76,26.093,22.509,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
26,1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,30.631,28.875,23.994,20.1,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
27,1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,35.774,33.396,32.505,30.427,24.342,24.443,25.832,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
28,1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,36.678,36.283,31.782,31.618,25.777,28.075,30.819,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
29,1162107,DAYSTAR UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,33.778,35.13,26.929,27.913,19.914,18.831,,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
30,1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,35.258,32.578,28.517,29.666,19.914,23.568,23.479,Degree,B,Mathematics B+; English/Kiswahili C+,"Cluster 3 (Physical Sciences): Mathematics, Physics weighted",Applies mathematical and statistical methods to assess risk in finance and insurance.,"Actuary, risk analyst, insurance underwriter, pension consultant",IFoA/SOA professional exams often pursued alongside degree,KUCCPS Programme Guidelines; kuccps.net; Kenya Higher Education Sector Knowledge Base
